Column diameter (m),Liquid height (m),Sparger hole diameter (m),Density of gas (kg/m3),Viscosity of gas (Pa.s),Density of liquid (kg/m3),Viscosity of liquid (Pa.s),Surface tension of liquid (N/m),Superficial gas velocity (m/s),Gas holdup
0.204867,0.89326096,0.008755189,0.082899995,1.74E-05,958.9335,0.0002946,0.06818595,0.05978131,0.18281609
0.23667726,0.76548004,0.002978092,0.082899995,1.87E-05,939.6484,0.0002946,0.06539863,0.062668934,0.17364395
0.22982074,1.6947625,0.003612566,0.082899995,1.74E-05,964.2113,0.0002946,0.06979114,0.067673445,0.17023247
0.2053831,1.1138463,0.006923267,0.082899995,1.90E-05,1060.3856,0.013174976,0.0718908,0.0850175,0.14090072
0.23362027,1.5023428,0.000411277,0.082899995,1.79E-05,992.6436,0.0002946,0.06950466,0.073531,0.13059504
0.24008599,0.92666304,0.006784259,2.934263,1.81E-05,967.2446,0.0002946,0.06971744,0.07657219,0.16224457
0.28155398,1.0317519,0.008277187,0.98360926,1.88E-05,1015.99207,0.0002946,0.06867573,0.08478486,0.19578932
0.25485048,1.0021145,0.006581815,0.082899995,1.84E-05,939.68134,0.0002946,0.07197182,0.07878335,0.122389175
0.21694401,1.5192314,0.006523448,1.2943135,1.83E-05,1004.94806,0.009848666,0.07286907,0.1387087,0.18174194
0.26449856,1.1488,0.010190619,0.082899995,1.71E-05,997.7968,0.0002946,0.07324931,0.09471381,0.12471429
0.15833507,0.74972266,0.008603065,0.082899995,1.75E-05,953.5349,0.0002946,0.06925683,0.07211874,0.18249986
0.20177616,1.5087512,0.00844376,0.082899995,1.78E-05,1031.2352,0.0002946,0.06927061,0.076484576,0.16062814
0.2343058,0.940905,0.0003,0.082899995,1.85E-05,1009.5829,0.017885104,0.06630899,0.08591928,0.115713686
0.20891318,1.3778073,0.005518699,4.4340577,1.75E-05,957.6854,0.0002946,0.07177858,0.08190689,0.123814166
0.2519278,1.6277318,0.004152117,2.2698781,1.79E-05,997.20807,0.0002946,0.07047873,0.053262442,0.12631495
0.22351547,1.7949202,0.0003,0.082899995,1.83E-05,979.5038,0.0002946,0.060922254,0.059963126,0.15263271
0.2181612,1.6152189,0.0003,0.082899995,1.76E-05,971.3882,0.0002946,0.071402416,0.048733156,0.13850944
0.25845632,1.4418203,0.011829964,0.082899995,1.85E-05,967.39996,0.0002946,0.07207975,0.05739854,0.16274096
0.24900745,1.0929846,0.001867526,0.082899995,1.79E-05,934.7036,0.0325364,0.074699566,0.051854625,0.17555021
0.19185898,1.689699,0.0003,0.082899995,1.82E-05,961.38934,0.0002946,0.065855645,0.081675105,0.20475365
0.27396694,1.286724,0.007611645,3.856119,1.82E-05,974.69806,0.0002946,0.070096575,0.039147384,0.121085174
0.24929784,1.0505602,0.00370602,4.081768,1.74E-05,955.08167,0.007779793,0.070698455,0.088795364,0.15751588
0.23872295,1.1065667,0.007606634,3.909687,1.82E-05,1062.6519,0.0002946,0.076358475,0.053328868,0.12093765
0.21473661,1.3096406,0.007203098,0.082899995,1.72E-05,947.30493,0.015961442,0.06649591,0.06890276,0.17614818
0.16198425,1.6852492,0.009516663,0.082899995,1.74E-05,964.50494,0.0002946,0.0649396,0.08029356,0.16345939
0.21886696,1.4419072,0.003734018,0.082899995,1.80E-05,954.6925,0.0002946,0.07163998,0.053698916,0.11745614
0.26696306,1.2659869,0.010352844,0.082899995,1.84E-05,938.86414,0.0002946,0.06380063,0.06196321,0.14400803
0.1957529,1.1926403,0.002885191,0.082899995,1.79E-05,973.9146,0.004021961,0.064518884,0.073025845,0.15933324
0.29519504,1.1393522,0.01066447,0.089982085,1.88E-05,931.17004,0.00197802,0.06483772,0.07872259,0.16088164
0.23674484,1.8236552,0.005059438,0.082899995,1.81E-05,983.84796,0.021760209,0.06300453,0.08658014,0.1385178
0.2349832,0.87954813,0.006611459,0.470262,1.74E-05,1006.4274,0.0002946,0.06657874,0.072313555,0.17185146
0.20192976,1.3115388,0.004623889,0.082899995,1.83E-05,963.79236,0.007297247,0.07391025,0.041153103,0.17462887
0.2789995,0.92258567,0.003889082,0.082899995,1.85E-05,995.7043,0.0002946,0.06828705,0.06815852,0.21190788
0.23628388,1.6248513,0.002885229,1.4340978,1.77E-05,975.40643,0.0002946,0.07272909,0.06251136,0.16923323
0.16468298,0.93094945,0.007452704,0.082899995,1.66E-05,980.741,0.005012105,0.06445852,0.04550601,0.15959843
0.30686212,0.78586394,0.006818848,0.082899995,1.68E-05,960.2392,0.0002946,0.0694337,0.039834898,0.16464986
0.23269834,1.8645242,0.004212449,2.3977077,1.68E-05,1002.9268,0.009080744,0.067733206,0.07526426,0.22950418
0.25789678,1.6407101,0.004387347,0.082899995,1.87E-05,998.83044,0.0002946,0.0694007,0.063521154,0.11193957
0.2732563,1.0100164,0.00796577,0.54424673,1.75E-05,999.2656,0.0002946,0.069173604,0.06606315,0.17973498
0.16779342,1.1267393,0.004447254,4.467761,1.72E-05,971.2502,0.006953851,0.07298072,0.091232106,0.16198853
0.26278853,1.1112036,0.003699602,0.082899995,1.86E-05,958.4911,0.0002946,0.06834141,0.105945654,0.1455031
0.24326983,1.5158509,0.003202801,0.082899995,1.71E-05,967.3828,0.0002946,0.06624559,0.07226909,0.15691513
0.24613298,1.4046341,0.0003,0.082899995,1.80E-05,999.12354,0.0002946,0.07363326,0.06497582,0.14607546
0.29096377,1.3145316,0.004333644,0.082899995,1.87E-05,955.5972,0.0002946,0.07003387,0.052005906,0.18552214
0.19038914,0.6964981,0.000392822,0.082899995,1.84E-05,956.5242,0.0002946,0.06697142,0.05548134,0.17121442
0.25806206,1.4362298,0.008353625,0.3594381,1.79E-05,976.34204,0.0002946,0.06185728,0.062481254,0.11513171
0.20382039,1.3035595,0.000503619,0.082899995,1.81E-05,1021.90436,0.009999898,0.06521214,0.09280971,0.18207775
0.23185425,1.1777182,0.0003,0.082899995,1.77E-05,955.7966,0.0002946,0.06760976,0.08368724,0.13473102
0.26736027,1.4180197,0.008924449,1.3128216,1.84E-05,1013.85944,0.0002946,0.07182719,0.06562334,0.18366523
0.29824054,1.3060696,0.002376011,0.082899995,1.73E-05,987.52234,0.011863728,0.06792094,0.034083262,0.15403403
0.23596516,0.9191511,0.004953644,0.9174512,1.70E-05,951.46735,0.009095377,0.071626514,0.09191146,0.13334602
0.14042898,1.2079923,0.006189315,0.082899995,1.78E-05,963.03455,0.0002946,0.071737036,0.12961183,0.17636566
0.17571191,1.6345927,0.01063367,0.082899995,1.74E-05,971.64655,0.0002946,0.06811667,0.062399536,0.16392107
0.2119857,0.76753485,0.004979292,0.082899995,1.71E-05,982.4578,0.0002946,0.07156342,0.06460783,0.122582205
0.16214031,1.5346115,0.007738282,9.069473,1.77E-05,1011.6354,0.014670314,0.06950148,0.053156022,0.17028326
0.21206321,1.1489567,0.005584602,0.082899995,1.78E-05,962.1452,0.0002946,0.070658095,0.0822272,0.1898422
0.19023074,1.4389708,0.000616991,0.082899995,1.74E-05,1028.8113,0.0002946,0.06740052,0.070480585,0.1530166
0.2024466,1.2854735,0.005121927,0.082899995,1.72E-05,960.9552,0.015082959,0.0711436,0.09035487,0.1700876
0.22576928,1.0659188,0.009829287,0.24363485,1.78E-05,941.0717,0.010698655,0.06756444,0.08310308,0.1470849
0.22134462,1.4956865,0.006569783,2.2296202,1.82E-05,916.3648,0.0002946,0.07169842,0.06870513,0.16308352
0.24782132,1.4051086,0.0003,0.082899995,1.63E-05,979.77075,0.0002946,0.072616935,0.05482693,0.12604955
0.21533987,0.44859222,0.0003,0.082899995,1.75E-05,1016.1626,0.007829867,0.07189825,0.09761246,0.11472971
0.23890823,1.720275,0.012570996,0.52991885,1.83E-05,941.3924,0.0002946,0.067110695,0.0902179,0.20232406
0.18361618,1.3307092,0.004187603,0.082899995,1.82E-05,961.79065,0.00615506,0.07190506,0.055337515,0.16109505
0.18740354,1.3541077,0.00417139,1.1178846,1.81E-05,968.0651,0.0002946,0.06699924,0.056927748,0.15291612
0.2803815,0.78877324,0.011305918,0.082899995,1.75E-05,948.1739,0.004678031,0.06662654,0.08784562,0.15211731
0.2396483,1.6264863,0.004650144,4.337971,1.81E-05,1014.32294,0.0002946,0.06964785,0.08478368,0.1589672
0.25508076,0.9002233,0.004066998,0.082899995,1.77E-05,1012.4243,0.0002946,0.06950603,0.05510924,0.15819956
0.19667406,1.1914737,0.010485452,0.082899995,1.81E-05,898.72156,0.0002946,0.06575647,0.07204777,0.11599731
0.18874915,2.085143,0.011140481,2.8131754,1.74E-05,1015.2396,0.0002946,0.06217535,0.0696417,0.15223396
0.20447102,1.2254026,0.005974345,1.5978225,1.79E-05,941.9905,0.017941833,0.06793287,0.0751009,0.099443965
0.23822872,1.3684677,0.006585695,0.082899995,1.78E-05,990.9022,0.0002946,0.06596665,0.013806516,0.1897839
0.14971294,0.9272905,0.006391096,0.082899995,1.74E-05,941.3343,0.002714089,0.07018308,0.0633535,0.20463724
0.24472483,1.2779374,0.007545846,0.29482707,1.76E-05,988.5793,0.0002946,0.06541732,0.052365974,0.12526098
0.20115766,1.6289316,0.003360678,4.724054,1.75E-05,980.08887,0.0002946,0.06766972,0.052097164,0.16315506
0.20531633,1.5407295,0.010072513,3.2171457,1.69E-05,1007.65076,0.0002946,0.068770796,0.07792897,0.16738841
0.22606318,1.4699935,0.007252853,0.082899995,1.80E-05,981.2821,0.0002946,0.06729077,0.035727244,0.1836278
0.25551677,1.309182,0.001588325,1.2651933,1.75E-05,956.21454,0.0002946,0.0673708,0.07031097,0.14971006
0.2202038,1.1485147,0.008724106,0.082899995,1.77E-05,1015.099,0.0002946,0.06778043,0.07750563,0.108433835
0.13858089,1.1071329,0.008132463,0.082899995,1.75E-05,861.1952,0.01491964,0.06493394,0.07608979,0.16139747
0.20751955,1.1438546,0.006655891,0.7840555,1.77E-05,959.3704,0.0002946,0.0731051,0.06543113,0.14800014
0.21982774,1.6829953,0.008600393,0.082899995,1.67E-05,980.31506,0.0002946,0.071739376,0.05006748,0.19602914
0.22629839,0.8902608,0.010902276,0.082899995,1.86E-05,982.0644,0.0002946,0.06616316,0.0697811,0.14176111
0.18764342,1.6814065,0.009213134,2.1007552,1.76E-05,1038.8236,0.021213867,0.068622135,0.07989657,0.13256383
0.20423464,1.2680247,0.003321648,0.082899995,1.80E-05,978.51086,0.0002946,0.07268344,0.07577695,0.16150787
0.26206836,1.0329502,0.00528968,0.082899995,1.80E-05,955.2835,0.007318608,0.07120939,0.08461363,0.15833312
0.27879775,1.0822784,0.008573055,1.0438336,1.76E-05,1003.3959,0.003769807,0.06687515,0.08315576,0.10651013
0.2812823,1.638371,0.00055833,0.082899995,1.80E-05,1004.46497,0.002029829,0.0695149,0.0634037,0.15565005
0.2076537,1.7475107,0.006041575,0.082899995,1.76E-05,973.47076,0.003140546,0.0675247,0.05970124,0.13024952
0.19610395,1.3744988,0.004269545,2.9304624,1.72E-05,939.0203,0.017722761,0.07383923,0.0588509,0.13809183
0.17015903,0.6494918,0.011922374,4.240408,1.86E-05,962.2676,0.012228256,0.0693848,0.036607437,0.17965701
0.24670576,1.0643474,0.005275503,0.1277932,1.81E-05,966.7159,0.027217098,0.06612753,0.091918506,0.13831028
0.24797249,1.252536,0.010865031,6.0232234,1.91E-05,944.73505,0.013280178,0.07437692,0.08904751,0.13330127
0.27147067,1.6700104,0.008180074,0.082899995,1.82E-05,965.27527,0.0002946,0.06656705,0.043436747,0.17075133
0.19391114,1.5071161,0.003683001,0.082899995,1.74E-05,981.6003,0.00273803,0.06841376,0.07814374,0.15262373
0.25799116,1.6190307,0.005441166,2.0300038,1.72E-05,988.3085,0.0002946,0.065890074,0.081548154,0.11690341
0.21179083,1.0904369,0.000399826,0.082899995,1.83E-05,959.454,0.004577912,0.06617361,0.053729143,0.1416259
0.2538661,1.0926994,0.007958086,0.082899995,1.84E-05,987.95044,0.0002946,0.06919562,0.06403438,0.10895167
0.28575322,1.1080712,0.009096514,0.082899995,1.79E-05,986.29504,0.0002946,0.07070021,0.05866932,0.17150456
0.2248593,1.5101739,0.0003,4.650372,1.77E-05,952.2839,0.0002946,0.066151336,0.09903249,0.16255341
0.2698117,1.1929828,0.00560009,0.082899995,1.83E-05,965.1933,0.0002946,0.07016834,0.07493536,0.13394013
0.22130375,0.9095176,0.002458079,0.082899995,1.84E-05,933.4062,0.030426303,0.07114118,0.05454819,0.1920398
0.24579735,0.9024814,0.005818678,0.082899995,1.76E-05,969.2626,0.0002946,0.07029026,0.08694448,0.16751672
0.20793995,1.1521555,0.0003,1.182606,1.70E-05,957.24164,0.012702899,0.06781114,0.09105971,0.13291875
0.22060451,0.9696592,0.008954693,0.082899995,1.77E-05,975.16876,0.0002946,0.06863661,0.06096013,0.14570673
0.21374667,1.3555108,0.005152499,4.1907716,1.77E-05,989.3215,0.0434561,0.070849456,0.05040696,0.15167701
0.16257234,1.1179035,0.0054732,0.082899995,1.82E-05,999.57526,0.0002946,0.07145345,0.047746565,0.18160656
0.22201137,0.9694717,0.005070929,3.3513207,1.77E-05,913.45087,0.02529391,0.06823932,0.027152712,0.11614649
0.1932155,1.2609228,0.004526272,1.6419191,1.81E-05,989.95447,0.0002946,0.0722727,0.07021846,0.15826161
0.16967812,1.3738856,0.002911689,0.082899995,1.83E-05,954.2808,0.0002946,0.07454536,0.055970225,0.1573381
0.19757102,1.7694541,0.002854524,0.082899995,1.73E-05,996.44025,0.02999857,0.0693363,0.06444647,0.15356418
0.19934261,1.2469361,0.007780537,0.082899995,1.78E-05,1028.8113,0.0002946,0.0676721,0.042956885,0.16219898
0.25351042,1.3736073,0.005944496,1.0804157,1.94E-05,1019.8422,0.0002946,0.064293444,0.08046422,0.19674452
0.22174601,0.9856696,0.010766753,0.082899995,1.93E-05,966.40796,0.0002946,0.07077721,0.055218834,0.11515056
0.1897323,1.4641968,0.006306588,0.082899995,1.76E-05,976.44684,0.0002946,0.06486432,0.078086965,0.1285019
0.2197697,1.7524855,0.009070927,0.082899995,1.73E-05,939.5318,0.0002946,0.06588322,0.08799179,0.16669329
0.28160375,1.1177125,0.00623962,0.082899995,1.83E-05,985.94495,0.011561439,0.067652114,0.040607892,0.15116604
0.23964214,1.3492209,0.01079856,2.6097429,1.73E-05,930.41174,0.005001782,0.06386287,0.062964335,0.15244642
0.21497265,1.6332045,0.003657855,0.37757823,1.75E-05,996.5354,0.0002946,0.06855673,0.03872543,0.14200403
0.3031562,1.2968035,0.003468055,4.8643875,1.68E-05,987.707,0.0002946,0.06901302,0.065141514,0.15376988
0.28084895,1.4478264,0.005907044,0.082899995,1.74E-05,1011.3427,0.0002946,0.068667196,0.072208874,0.1386645
0.21703318,1.5638795,0.01108939,0.082899995,1.77E-05,985.1829,0.00872054,0.0659154,0.05416286,0.16524409
0.16359945,0.9676721,0.008928433,0.082899995,1.77E-05,1000.92175,0.0002946,0.06714455,0.05537459,0.13473359
0.22992796,1.4075559,0.00810323,0.22014274,1.81E-05,956.78577,0.0002946,0.07018184,0.071761586,0.17698438
0.2688962,1.2216852,0.013810443,0.082899995,1.82E-05,1034.7482,0.0002946,0.07020597,0.07504493,0.120530285
0.25166395,1.5209461,0.00329563,2.5955122,1.88E-05,992.8641,0.012162248,0.064774096,0.055124298,0.13137473
0.18892445,1.3313947,0.002429566,0.2098305,1.69E-05,946.7813,0.0002946,0.0674875,0.048884794,0.18904127
0.23109049,1.2963793,0.007210762,0.082899995,1.80E-05,966.5061,0.0002946,0.0654173,0.12764391,0.14513776
0.2397892,0.8241978,0.005596217,5.950017,1.76E-05,983.1419,0.0002946,0.06960658,0.070600204,0.13783364
0.25997508,1.7968667,0.002244658,0.082899995,1.77E-05,1004.0352,0.0002946,0.06942048,0.059069715,0.13621797
0.2138398,1.1727117,0.005518474,0.082899995,1.83E-05,951.58435,0.008668552,0.06979988,0.066614665,0.24128711
0.25224173,1.1293052,0.00996716,2.798429,1.77E-05,971.71796,0.02704527,0.066754736,0.026599606,0.14768995
0.2632679,0.9617619,0.004453091,0.082899995,1.77E-05,975.048,0.03225179,0.07045915,0.085120216,0.20209278
0.18518473,1.0986925,0.005797689,0.082899995,1.74E-05,944.47577,0.004738429,0.067622095,0.081033945,0.1685005
0.23417488,0.8366637,0.003870692,0.082899995,1.74E-05,937.4644,0.0002946,0.06266222,0.039503776,0.14125666
0.22616152,1.6888552,0.007132466,0.082899995,1.73E-05,987.5827,0.0002946,0.06571846,0.053382516,0.14062938
0.23830707,1.4835196,0.0003,0.082899995,1.81E-05,940.2378,0.002499391,0.068703175,0.05650133,0.14222021
0.2741173,1.2510474,0.005878691,0.082899995,1.84E-05,980.0452,0.0002946,0.06517413,0.03630729,0.14744626
0.23889807,1.2124622,0.005292227,1.0401514,1.72E-05,924.3209,0.0002946,0.06765956,0.061599366,0.19111581
0.26602918,1.3558202,0.002577013,0.082899995,1.73E-05,989.631,0.018630711,0.06736299,0.09344256,0.113194436
0.23488253,1.3143333,0.005947127,0.082899995,1.89E-05,1000.5663,0.0002946,0.07193415,0.08392855,0.09845583
0.23674183,1.8283906,0.002575558,2.0311122,1.77E-05,967.2587,0.0002946,0.0704595,0.046437874,0.14620258
0.29572585,1.1271416,0.007307599,0.7317603,1.73E-05,999.8203,0.010277025,0.07318471,0.06278388,0.09102994
0.18200234,1.6078337,0.004767648,0.42606828,1.76E-05,980.44403,0.0002946,0.062895365,0.08936244,0.17210767
0.25078204,1.9392769,0.008313582,0.082899995,1.82E-05,981.9896,0.0002946,0.071800075,0.044064645,0.12595668
0.27827162,1.027726,0.007866954,0.082899995,1.83E-05,974.6076,0.013181853,0.07203275,0.06298091,0.17901742
0.20190188,1.9301126,0.003962198,0.8635102,1.76E-05,968.96326,0.002046442,0.067616746,0.102241896,0.113130756
0.17564587,0.9832141,0.002581744,0.082899995,1.77E-05,985.47406,0.0002946,0.06317345,0.06930236,0.15572335
0.19620864,1.2467139,0.007146422,0.082899995,1.80E-05,985.2245,0.0002946,0.06954262,0.057532117,0.18192935
0.19940461,1.2558188,0.004683555,0.39927143,1.83E-05,993.6305,0.0002946,0.06949475,0.06577417,0.22380856
0.32728222,1.4300538,0.001377113,0.082899995,1.81E-05,982.3968,0.010623032,0.06802279,0.040290385,0.1579167
