Column diameter (m),Liquid height (m),Sparger hole diameter (m),Density of gas (kg/m3),Viscosity of gas (Pa.s),Density of liquid (kg/m3),Viscosity of liquid (Pa.s),Surface tension of liquid (N/m),Superficial gas velocity (m/s),Gas holdup
0.386261574,0.243954601,0.025022283,1.185517224,1.84E-05,1000.050918,0.000957212,0.072000049,0.159996479,0.211865691
0.384797668,1.780461958,0.002332912,1.17379118,1.84E-05,1000.06626,0.000993456,0.071997729,0.051528396,0.095115188
0.149605873,2.514709809,0.000819369,1.201927169,1.81E-05,999.5235655,0.001096197,0.072018543,0.4519721,0.388841551
0.38474977,0.304375345,0.001108502,1.193191896,1.84E-05,999.8783701,0.001002602,0.071958866,0.247817223,0.262566476
0.102065867,2.469747418,0.000901867,1.180503395,1.81E-05,1000.150097,0.001145933,0.072805681,0.056135693,0.102100435
0.384346207,1.070026514,0.025001287,1.174574022,1.82E-05,999.785285,0.000743207,0.070458769,0.179271656,0.270593743
0.1840082,2.346207289,0.001495027,1.180155446,1.81E-05,999.2338247,0.021782096,0.072129649,0.068109418,0.046452119
0.149036879,2.223495888,0.000482217,1.169748009,1.81E-05,999.7981997,0.000946368,0.071377719,0.080957905,0.282609558
0.09145944,0.924397406,0.0005479,1.202295783,1.81E-05,870.3634696,0.001064489,0.029509943,0.021607327,0.078370182
0.147970123,2.712653317,0.000484139,1.185948231,1.81E-05,1001.142962,0.000949836,0.071933956,0.321532749,0.276506192
0.384782768,1.127288868,0.003131709,1.185783137,1.84E-05,999.6870454,0.00095061,0.072102826,0.275744033,0.310642649
0.385127043,2.330226214,0.001984799,1.185092694,1.84E-05,1000.040976,0.00101045,0.071965266,0.015278801,0.044069001
0.15582781,2.432942711,0.00127768,1.17801454,1.81E-05,999.4321614,0.001056772,0.072492278,0.057369847,0.153716567
0.150093159,2.623727431,0.000648878,21.11690738,1.81E-05,998.7607928,0.001076938,0.072186986,0.042756044,0.166964624
0.1518805,1.376017477,0.002394057,1.187156584,1.81E-05,999.8560045,0.00097798,0.071951705,0.090541568,0.223118347
0.149129788,2.764149494,0.000369094,1.213928749,1.81E-05,753.7590423,0.000917423,0.024901416,0.089851979,0.155381607
0.154783777,0.855545206,0.000661637,47.52608476,1.81E-05,1188.766622,0.0070594,0.041135137,0.008216476,0.053249879
0.38504252,1.221422202,0.000501885,1.183597401,1.84E-05,999.4797008,0.001013513,0.07198666,0.134363782,0.185928375
0.098632282,0.68913374,0.010729224,1.106920567,2.19E-05,998.5019394,0.000719431,0.062126514,0.054300326,0.141143319
0.384693051,2.113893042,0.001207333,1.184607443,1.84E-05,999.9104321,0.000993816,0.071935115,0.310331907,0.253935806
0.385052575,1.651005801,0.025647164,1.191443521,1.84E-05,999.9625405,0.000995294,0.07199173,0.000794909,0.121312646
0.383466124,2.436180714,0.015163257,1.17375215,1.84E-05,999.1405166,0.000996514,0.071990407,0.044636331,0.097454449
0.153864872,2.248963222,0.001005234,18.22711165,1.81E-05,999.349976,0.001000074,0.071990817,0.102186923,0.326941217
0.14742177,1.63544641,0.000760404,1.17209969,1.81E-05,1000.662706,0.000900021,0.071256329,0.0003,0.064802918
0.102512996,2.232619626,0.000676073,1.188772528,1.81E-05,1000.539621,0.001059193,0.07225045,0.142120615,0.24956337
0.384592281,0.442620282,0.02527385,1.183531061,1.84E-05,1000.140059,0.000965413,0.072098815,0.164305917,0.156965011
0.299826058,2.583565362,0.004486803,6.848547387,1.81E-05,998.8420541,0.000955646,0.026707837,0.211379963,0.448464363
0.151105093,2.415051176,0.00245016,7.067736178,1.81E-05,1000.174183,0.000967332,0.072410426,0.135330955,0.483082024
0.302706707,1.622943325,0.001191088,1.182978315,1.81E-05,1085.335767,0.001581866,0.071777372,0.273828135,0.366975831
0.150721325,2.458063269,0.000594723,1.224480419,1.81E-05,998.7093928,0.001078337,0.071652926,0.048547471,0.434393831
0.152533159,1.671389458,0.000761151,1.169578196,1.84E-05,1000.050857,0.000976057,0.071868762,0.379657317,0.308217286
0.385180648,0.379972071,0.024565968,1.187560654,1.84E-05,999.9505816,0.000974953,0.072008282,0.090623376,0.14320208
0.156723769,0.809399194,0.003320275,15.94863987,1.81E-05,1106.420104,0.00551767,0.072206343,0.03798516,0.067704366
0.299793914,1.850802651,0.00091041,1.180495903,1.81E-05,998.3518382,0.001100113,0.071966251,0.288174461,0.408163157
0.093399712,2.538209419,0.001962511,0.786028237,1.81E-05,1462,0.000711175,0.030629612,0.056828151,0.136464549
0.384297562,0.475999155,0.001097048,1.186542667,1.84E-05,999.8154948,0.000981895,0.072005347,0.246818418,0.314457945
0.384875942,1.506265275,0.014223221,1.165729626,1.84E-05,1000.76022,0.001216591,0.07221085,0.202406657,0.203530651
0.15070806,2.555611373,0.002890187,1.17398179,1.84E-05,1001.302452,0.000935315,0.071907203,0.039103437,0.132710168
0.175388187,2.244739943,0.002613424,1.177281495,1.81E-05,998.8760761,0.000946556,0.071949658,0.051981295,0.092043336
0.152742336,2.350880352,0.000781175,1.187466416,1.81E-05,998.4396189,0.001003947,0.072056593,0.003904976,0.052901543
0.197104401,2.307008645,0.001151278,1.183778855,1.81E-05,997.2216728,0.001062073,0.063691037,0.0003,0.039386822
0.151493046,2.140850688,0.001140424,1.173479581,1.81E-05,1000.901,0.00115188,0.074141165,0.045734371,0.23357702
0.385294226,2.207024701,0.002454881,1.179214572,1.82E-05,1000.03232,0.000910193,0.071992585,0.040993683,0.126782711
0.100777731,0.977002403,0.002783098,1.17136247,1.81E-05,996.2850835,0.001057721,0.072159099,0.122738382,0.227327149
0.298990507,1.142947956,0.012558067,1.188924572,1.81E-05,1017.040963,0.001279025,0.07528562,0.053454621,0.182372375
0.103107895,2.349655116,0.0003,1.136773229,1.81E-05,1000.249106,0.001013659,0.07225476,0.042433013,0.166003229
0.147611642,1.024257865,0.000668374,1.170024752,1.76E-05,998.1224668,0.000871033,0.071494749,0.0003,0.126391334
0.384847147,1.005598875,0.012292075,1.171240121,1.84E-05,1000.078554,0.001009999,0.072042655,0.067247266,0.119490982
0.385102244,1.887762886,0.024821672,1.18807831,1.84E-05,999.9211937,0.000891835,0.071924662,0.0003,0.044315563
0.097452767,1.202990834,0.004945635,1.17846529,1.81E-05,729.4892908,0.001586964,0.028699694,0.282272722,0.33299058
0.183864207,7.23,0.000931919,1.137343338,1.81E-05,998.0297179,0.000855349,0.072557012,0.018519231,0.014679428
0.155884402,0.980087623,0.002408148,1.167024225,1.81E-05,912.4447389,0.000792887,0.024984132,0.082859393,0.119514592
0.155228967,0.554976912,0.001025787,1.263514235,1.81E-05,998.7324762,0.000991459,0.072366204,0.047969557,0.111753874
0.151080477,2.231202653,0.000771579,17.2831386,1.81E-05,1000.17922,0.00094294,0.072009319,0.057062312,0.15711921
0.149313168,2.637231314,0.000754816,2.686632727,1.81E-05,999.4033883,0.000847246,0.026615572,0.047723231,0.151920333
0.151396895,0.7240651,0.000420569,18.09819691,1.81E-05,1186.384775,0.009881625,0.06621279,0.021081266,0.086001547
0.385202,1.253763873,0.002698628,1.169436128,1.84E-05,1000.185753,0.001031309,0.071945475,0.079362582,0.226106453
0.384664341,1.604896419,0.02447643,1.180003267,1.84E-05,999.8832396,0.000987024,0.071783641,0.024275641,0.084838551
0.153418437,1.740668832,0.000620726,1.189482025,1.84E-05,998.8656962,0.001008371,0.072031036,0.027103913,0.173898095
0.152524894,2.183901059,0.001382945,1.180517083,1.81E-05,1000.662394,0.000989467,0.071804146,0.246952318,0.304817499
0.384964171,2.18237252,0.00182373,1.194560926,1.84E-05,999.8689157,0.000963029,0.071959968,0.104031996,0.22337489
0.384759224,1.353155844,0.002666719,2.077283995,1.82E-05,999.8777531,0.00102701,0.071796571,0.232270765,0.249699449
0.098862641,0.765810417,0.000796395,1.196936928,1.81E-05,1219.296938,0.068431863,0.027818153,0.017603553,0.032779572
0.14949549,2.183031908,0.001007816,1.182747485,1.81E-05,999.7741398,0.001023584,0.072231063,0.035545545,0.11401163
0.149578734,1.260541864,0.000955754,1.184105979,1.81E-05,998.6159133,0.000991182,0.0711199,0.016541192,0.117900929
0.155162162,0.586575917,0.000473524,19.75491421,1.81E-05,1052.941163,0.008733991,0.068120096,0.017709656,0.125648247
0.155358296,2.119571199,0.000737725,1.183563648,1.81E-05,999.8914769,0.000919586,0.07190755,0.079394067,0.169636613
0.211555573,1.084160688,0.001153476,1.181423098,1.81E-05,1181.688301,0.001435472,0.064712613,0.010808107,0.05476162
0.14814614,0.631701616,0.002885759,1.172580243,1.81E-05,1001.161343,0.000940004,0.071538025,0.055307281,0.132777692
0.250273519,1.816602654,0.000965718,1.175840435,1.81E-05,1000.023704,0.00106953,0.072218118,0.057487755,0.167984217
0.384729512,2.490708597,0.014963413,1.188604488,1.84E-05,999.9168135,0.000993812,0.072003719,0.037461204,0.03569048
0.099558956,1.16100493,0.001576598,1.155571853,1.81E-05,1168.855608,0.027746799,0.048443521,0.06087549,0.074839925
0.383799252,1.222421451,0.024622423,1.185032245,1.84E-05,997.633031,0.001114869,0.071733129,0.200348234,0.357288937
0.385649835,1.754003663,0.025558276,1.187067877,1.84E-05,999.9404143,0.000991986,0.071819097,0.070102527,0.062475791
0.148965787,2.556749246,0.000465834,1.183506144,1.81E-05,999.0724902,0.000937277,0.071699102,0.027907574,0.09012396
0.092833299,2.571314988,0.002166019,1.206403489,1.81E-05,739.6595945,0.000424904,0.02501999,0.042718704,0.070006743
0.196998819,7.024880045,0.00128568,1.109909593,1.81E-05,1009.698591,0.001037708,0.07248404,0.055680458,0.169634945
0.194610383,1.665444278,0.00212718,1.168867946,1.84E-05,1000.90265,0.000935055,0.071915241,0.00448068,0.104476359
0.184478049,1.456710389,0.011996763,1.153823645,1.81E-05,998.6702698,0.000994098,0.071837003,0.039957362,0.046417721
0.102193423,1.343584078,0.000893722,1.176226497,1.84E-05,1000.007083,0.000994959,0.072195368,0.089226433,0.160116225
0.384906304,0.35757316,0.001350544,1.182537954,1.84E-05,999.0534291,0.000983605,0.071896921,0.024784278,0.145568436
0.384998898,1.32439211,0.014348506,1.181903484,1.82E-05,1000.15225,0.000872188,0.072471218,0.177666127,0.174076692
0.296735437,1.367403766,0.013747188,1.143673442,1.81E-05,1020.944344,0.001474067,0.070570178,0.174754905,0.266730739
0.384950092,0.444239972,0.024859843,1.191533054,1.84E-05,998.1335639,0.000944042,0.071970778,0.088204698,0.118015922
0.149024391,2.53317152,0.0003,1.179127803,1.81E-05,999.7245157,0.001018497,0.071852837,0.059118726,0.175426124
0.385720808,0.308014792,0.025027514,1.178783129,1.84E-05,1000.082558,0.001014468,0.072030888,0.020665259,0.048505306
0.111386476,6.475569647,0.000818117,1.173477095,1.81E-05,1017.504304,0.001087252,0.072317611,0.015735626,0.021431853
0.151310807,1.178125966,0.001976495,1.173970371,1.84E-05,999.0391818,0.001008147,0.071983605,0.253778869,0.294582561
0.191751215,1.240221222,0.013065098,1.15598026,1.81E-05,1002.818471,0.001250784,0.072087634,0.114947803,0.220888446
0.384965866,0.384381662,0.024547044,1.178803956,1.84E-05,999.9357403,0.000966983,0.071945074,0.120708504,0.135662042
0.213837414,1.488361057,0.000839955,1.184388045,1.81E-05,999.0510575,0.005416582,0.063580008,0.0003,0.004401263
0.383972881,0.555082241,0.023697207,1.181093148,1.84E-05,997.7266486,0.000942182,0.07218211,0.150027126,0.173737052
0.383639682,2.265742152,0.000833148,1.180961121,1.81E-05,1000.696132,0.0011368,0.071915898,0.021757541,0.11192906
0.385260589,1.639372103,0.002154462,1.172749198,1.84E-05,999.9003564,0.00096566,0.071987084,0.223030004,0.280446529
0.097123051,1.241427526,0.003067502,0.406392986,1.28E-05,885.6941233,0.000671554,0.027839212,0.019074661,0.045329639
0.183125923,6.643779871,0.012241354,1.151709419,1.81E-05,1028.132817,0.001031905,0.072350814,0.049356347,0.084082956
0.15059233,2.519379887,0.000609701,1.176459814,1.81E-05,998.6537925,0.001047714,0.07217428,0.038563996,0.20323465
0.195081322,1.252307195,0.00258572,1.149475805,1.81E-05,1001.747999,0.000972104,0.071896157,0.207350627,0.22629265
0.384912557,0.34581487,0.025726646,1.175174395,1.84E-05,999.9149108,0.000893241,0.071524449,0.091616837,0.1784685
0.38474752,1.444865917,0.001060182,1.187378784,1.84E-05,999.9973404,0.000962927,0.072055855,0.227194574,0.235317886
0.195713546,2.361642597,0.002402396,1.09290714,1.81E-05,999.3737897,0.000810347,0.07210823,0.06183302,0.11095321
