Column diameter (m),Liquid height (m),Sparger hole diameter (m),Density of gas (kg/m3),Viscosity of gas (Pa.s),Density of liquid (kg/m3),Viscosity of liquid (Pa.s),Surface tension of liquid (N/m),Superficial gas velocity (m/s),Gas holdup
0.395702791,1.574041374,0.001269552,1.049844452,1.77E-05,996.0000875,0.000537248,0.070818133,0.206422328,0.069096753
0.384220973,0.325684494,0.09435007,1.122879613,1.73E-05,998.1955204,0.0002946,0.025438854,0.0003,0.196599745
0.159493688,1.470160079,0.0003,1.505410687,1.81E-05,997.4219261,0.002156361,0.071655299,0.042203604,0.184303246
0.127892799,1.10497455,0.002217267,1.472231933,1.83E-05,993.7838624,0.0002946,0.07123297,0.032355448,0.114278126
0.161163884,1.128302436,0.001228278,1.455764835,1.81E-05,1070.669941,0.001185992,0.067130239,0.104185727,0.094480606
0.105450485,0.204073358,0.057095495,1.354665878,1.81E-05,998.7034149,0.0002946,0.026609044,0.272279061,0.087966029
0.381765254,0.294168702,0.005142232,1.402990601,1.84E-05,735.3146303,0.0002946,0.022087851,0.0003,0.209788335
0.152104726,1.074679846,0.004872024,1.15700004,1.84E-05,994.4001405,0.000485897,0.02409133,0.029194518,0.089993314
0.169494857,0.472106965,0.001165714,4.489360689,1.81E-05,997.4310862,0.0002946,0.071641755,0.183218307,0
0.311698635,1.169368165,0.001578459,1.445955079,2.22E-05,1003.934366,0.000753127,0.060345791,0.123763917,0.432800255
0.174764517,0.480319249,0.002010876,1.268619717,1.84E-05,684,0.0002946,0.070928752,0.118274774,0.065719096
0.092706279,2.3961806,0.00627383,1.322305067,1.84E-05,997.7065232,0.000816013,0.072773296,0.032947929,0.256561578
0.394691889,2.088841836,0.0003,1.157515027,1.68E-05,998.4585957,0.0002946,0.072670745,0.0003,0.154266824
0.711762593,1.120243638,0.067754833,1.162369668,1.84E-05,996.9460958,0.000355954,0.071242573,0.000727477,0.267576338
0.389071727,0.69603421,0.0003,1.164745089,1.84E-05,998.6906425,0.000481487,0.071200283,0.0003,0.188801354
0.390585484,0.852011551,0.001349029,1.320652043,2.03E-05,993.4259553,0.000673002,0.069076334,0.008451293,0.007493799
0.386502839,1.176208279,0.0003,1.221433302,1.84E-05,994.8566244,0.0002946,0.071838992,0.053379145,0.072783402
0.162987831,1.254305339,0.0003,1.51102558,1.82E-05,1000.230193,0.001185474,0.070999158,0.142527059,0.253202805
0.157201819,1.040390806,0.0003,1.295941551,1.76E-05,838.9340759,0.001518052,0.063765716,0.013160913,0.072950123
0.390362891,0.204073358,0.000839466,1.209141066,1.81E-05,992.4721539,0.0002946,0.072517423,0.002866641,0.215728177
0.386227193,0.566146711,0.000453794,1.323218803,1.84E-05,821.7753795,0.0002946,0.02819655,0.05740648,0.067498057
0.325493673,2.046275819,0.001596767,1.078419573,1.84E-05,1190.246877,0.0002946,0.070887829,0.032632408,0.152646171
0.110035635,1.256253431,0.0003,1.558471969,1.81E-05,949.4832775,0.0002946,0.072014825,0.03694673,0
0.127009467,0.586509586,0.001319599,1.534396553,1.84E-05,992.1705207,0.0002946,0.071017889,0.0003,0.123975639
0.24534171,0.624677639,0.0003,1.523024923,1.84E-05,995.1947687,0.0002946,0.070500851,0.091595829,0.016137269
0.162281502,0.65107577,0.000612997,1.141047555,1.87E-05,998.0107218,0.0002946,0.0187,0.009262154,0.099833476
0.389336512,1.64109648,0.002372713,1.473183789,1.82E-05,733.3620451,0.000858524,0.071716693,0.135304795,0.17631201
0.112352487,1.57463717,0.001630046,1.511525686,1.84E-05,992.2481391,0.001334353,0.072202561,0.012536629,0.236517772
0.258992623,0.283832472,0.00164048,1.680135723,1.84E-05,1001.839605,0.0002946,0.07204175,0.0003,0.24411013
0.391141728,0.21433183,0.000822773,1.369653638,1.84E-05,1001.638547,0.0002946,0.066872012,0.177266102,0.201790986
0.123245558,2.245479561,0.000348671,1.315796431,1.85E-05,995.0873583,0.0002946,0.058351,0.0003,0.208077921
0.302187518,1.826055351,0.0003,1.090421008,1.80E-05,1002.732842,0.0002946,0.0187,0.129693739,0.066569966
0.158011781,0.439763654,0.023791983,1.291886263,1.84E-05,1042.456257,0.0002946,0.019924507,0.09209957,0.304889571
0.175383728,1.660995321,0.002652338,1.21007735,1.84E-05,1021.86969,0.0002946,0.071300724,0.0003,0.136628075
0.37676252,3.336764274,0.00152641,1.369387355,1.84E-05,815.3834469,0.0002946,0.070759129,0.063247257,0.221463226
0.148903897,0.204073358,0.0003,1.483375761,1.84E-05,997.2269673,0.0002946,0.070347634,0.0003,0.012968022
0.389001513,0.810739744,0.000944432,1.030625997,1.84E-05,1002.134246,0.0002946,0.025788598,0.015669704,0.142815531
0.149710366,1.762416109,0.000796652,1.181183109,1.84E-05,995.6546199,0.0002946,0.072549682,0.07399367,0.223952902
0.155827698,1.232495754,0.044164763,6.592016798,1.81E-05,994.7737689,0.0002946,0.071600318,0.0003,0.01190265
0.386932829,1.50907032,0.011122384,1.371579779,1.80E-05,999.6095274,0.001154328,0.019872694,0.045098227,0.053479796
0.170919015,0.281083545,0.0003,1.059492439,1.80E-05,1002.937443,0.000668289,0.072253476,0.033561799,0.224054326
0.39312853,0.993426211,0.001407891,1.52419893,1.84E-05,1000.990336,0.0002946,0.062477337,0.004272201,0.013045484
1.037516615,0.758938955,0.001461025,1.278001187,1.76E-05,997.5388845,0.0002946,0.072929687,0.0003,0.043564287
0.162069249,1.946895925,0.001446235,1.479447631,2.32E-05,684,0.0002946,0.028418581,0.0003,0.004171659
0.183160126,0.634929721,0.059567643,1.289649453,1.81E-05,1041.076903,0.000879673,0.072373326,0.0003,0.234081757
0.177283908,1.20976315,0.0003,1.219065047,1.81E-05,1003.443714,0.0002946,0.071831365,0.031363327,0.249676801
0.385446744,1.862195175,0.021059855,4.951822889,1.81E-05,997.0289648,0.000412016,0.071260917,0.062916322,0.169217421
0.382286272,1.953151539,0.000829225,0.907534195,1.83E-05,994.6409545,0.001104352,0.07098654,0.007849112,0.153388564
0.283046378,1.836353121,0.002233785,4.511458952,1.83E-05,994.7579407,0.0002946,0.033349342,0.029751455,0.083166445
0.38310503,0.204073358,0.000734487,1.336087359,1.84E-05,998.2271812,0.000892398,0.071241256,0.115177509,0.271440983
0.167922546,1.206706761,0.022614088,1.200459531,1.84E-05,684,0.000994083,0.063784095,0.006722313,0.191766954
0.390646403,0.377574012,0.00084395,1.235006156,1.81E-05,994.6808108,0.0002946,0.072874216,0.098872602,0.065385005
0.116410854,0.204073358,0.0003,1.313221957,1.84E-05,1001.024991,0.0002946,0.070981251,0.0003,0.122791897
0.168918312,0.204073358,0.022818304,1.331033804,1.84E-05,991.432038,0.001066368,0.023012266,0.035964937,0.119633005
0.398707669,1.673944971,0.000602975,1.496726502,1.84E-05,999.067928,0.0002946,0.060568189,0.016898352,0.065904907
0.379466927,0.204073358,0.000978653,1.582874323,1.81E-05,1148.532733,0.0002946,0.024225688,0.0003,0.261692262
0.273804461,1.698665181,0.000465742,1.558253632,1.81E-05,993.8514692,0.0002946,0.071038641,0.01386131,0.207176209
0.377883535,0.655401105,0.0014683,1.318301743,1.82E-05,684,0.0002946,0.027237946,0.017176135,0.311069199
0.185440468,2.090854703,0.0003,1.145910979,1.84E-05,996.0990523,0.0002946,0.07142509,0.02210001,0.129199616
0.269011259,1.752695244,0.0003,1.202672195,1.84E-05,747.1509868,0.0002946,0.062185746,0.199269431,0.224843713
0.390931177,0.204073358,0.00138898,1.253209748,1.81E-05,720.9437922,0.0002946,0.070781583,0.110463106,0.059056757
0.397296282,0.803410988,0.001246931,1.427688784,1.81E-05,1000.222767,0.0002946,0.028750155,0.098001389,0.280780563
0.16767567,0.288347647,0.001437918,1.348139742,1.81E-05,1003.008075,0.0002946,0.071696838,0.044123296,0.046470372
0.388671449,1.503247408,0.0003,1.488471053,1.84E-05,997.3875118,0.0002946,0.071152963,0.011587552,0.054084988
0.326453573,0.623204525,0.001536096,1.558380731,1.80E-05,994.4585033,0.0002946,0.0187,0.069367178,0.301336136
0.097538938,2.020196148,0.000375261,1.344454948,1.84E-05,684,0.0002946,0.072434677,0.0003,0.050703446
0.141210117,0.293414744,0.001681678,1.196111568,1.84E-05,710.0213602,0.000854534,0.063218509,0.0003,0.04800305
0.226468365,0.217202952,0.006109907,4.279984086,1.81E-05,1129.20034,0.0002946,0.072646165,0.0003,0.099153354
0.10349296,0.398111152,0.0003,1.017861194,1.81E-05,1003.346699,0.000491433,0.071493397,0.275050061,0.017575598
0.389015529,0.949835333,0.001004158,1.146340927,1.84E-05,998.6598242,0.000846981,0.027684386,0.019731224,0.052184692
0.119416263,2.276927864,0.005906022,47.99889929,1.81E-05,999.5155557,0.001031253,0.028890838,0.058509068,0.037455704
0.14657005,1.569190146,0.000314356,1.103777479,1.84E-05,1000.260509,0.0002946,0.071139782,0.048912265,0.111271594
0.37929855,2.136819073,0.001501932,1.475737448,1.84E-05,995.5356845,0.0002946,0.072598504,0.088193712,0.042980738
0.383549771,1.967036462,0.000796218,1.309547517,1.81E-05,995.6184038,0.0002946,0.07231442,0.048783465,0.215951397
0.386302428,1.071174021,0.0003,1.35725841,1.85E-05,994.4275129,0.0002946,0.072009238,0.0003,0.168391458
0.173009249,0.582966529,0.002558507,1.121584647,1.80E-05,996.6710528,0.0002946,0.028706267,0.132940105,0.209616433
0.174409022,0.804972246,0.000503819,1.417773516,1.83E-05,1004.752903,0.000502815,0.0187,0.040026361,0.083278019
0.171674483,2.122555753,0.001030659,1.502167211,1.84E-05,995.9761311,0.0002946,0.072807937,0.0003,0
0.388471435,1.566177813,0.001737593,0.879374082,2.33E-05,993.7141484,0.0002946,0.07194209,0.087460232,0.080787998
0.112033826,0.204073358,0.003238496,1.397268886,1.81E-05,995.6474033,0.0002946,0.071410862,0.0003,0.159803702
0.113152686,1.660956965,0.003941363,1.206816625,1.87E-05,999.6010527,0.0002946,0.07211267,0.0003,0.079809438
0.385468861,0.238799901,0.00394146,1.364984383,2.06E-05,885.8973773,0.000686558,0.025793117,0.0003,0.199208717
0.385212299,1.666701224,0.0003,1.110521561,1.85E-05,1071.484461,0.0002946,0.072213438,0.030700058,0.204563289
0.146877918,0.204073358,0.0003,1.395306434,1.84E-05,994.517572,0.000369506,0.071484389,0.012194971,0.030555149
0.380353952,0.204073358,0.000621583,1.160479828,1.72E-05,997.9383439,0.000797602,0.072094182,0.021255321,0.0027423
0.166112515,0.441561525,0.007018703,1.433841483,1.84E-05,1001.782991,0.0002946,0.019729325,0.020056325,0.067865347
0.197786169,1.46357779,0.0003,1.165932792,1.81E-05,1000.075945,0.000473819,0.071430105,0.044879066,0.237871837
0.391940299,0.204073358,0.007209541,1.263600919,1.81E-05,991.4977603,0.000342929,0.071508693,0.111555865,0.122757508
0.09,0.204073358,0.023565272,1.215750051,1.84E-05,997.2760891,0.0002946,0.07156756,0.034906644,0.018723833
0.159849947,2.146194884,0.001457871,1.133846133,1.74E-05,859.5298116,0.0002946,0.071769407,0.095854879,0.279583262
0.394676357,0.893080003,0.001415101,1.074740342,1.84E-05,994.1259287,0.0002946,0.023380803,0.0003,0.249654549
0.382289412,1.960121,0.01027194,1.208113749,1.81E-05,865.8778217,0.0002946,0.071663544,0.176277888,0.171663703
0.235196375,0.790318995,0.000860676,1.196879249,1.82E-05,995.1055222,0.001061195,0.037350371,0.056060699,0.152575576
0.391634177,4.208855335,0.000997217,1.403630419,1.80E-05,993.0488837,0.0002946,0.062571099,0.00165919,0.141307916
0.382788971,2.365687714,0.000540557,1.350660961,1.81E-05,684,0.0002946,0.072172505,0.013851403,0
0.267662226,2.627499341,0.000425786,5.928746998,1.80E-05,998.8330392,0.038535574,0.033175436,0.0003,0.088837683
0.382889167,1.310983907,0.000677727,24.28743317,1.81E-05,993.2188214,0.000694448,0.072623154,0.114172037,0.047044219
0.928590452,0.204073358,0.0003,1.253224125,1.77E-05,895.5353335,0.001128481,0.072041231,0.013206232,0.083428338
0.328350573,0.927092514,0.068402995,1.441211344,1.81E-05,991.5897186,0.0002946,0.072511534,0.088512888,0.062198942
0.396601359,0.710363627,0.00106329,1.357079337,1.84E-05,982.3354285,0.0002946,0.070385511,0.104684824,0.142598149
0.323162344,1.989471565,0.028163717,1.25352248,1.81E-05,776.7561571,0.0002946,0.07141368,0.091072855,0.181105127
0.228793566,0.356511497,0.002267684,1.406226372,1.84E-05,741.1799878,0.0002946,0.072474634,0.036242587,0.153506892
0.394790044,0.365918127,0.007712863,1.234708348,1.84E-05,705.3282168,0.001231851,0.07276847,0.071105688,0.181488572
0.143877286,2.226757152,0.001342209,20.22987568,1.81E-05,996.3825394,0.000472093,0.034026519,0.082779965,0.059644138
0.395261089,1.447047922,0.025340928,1.21282079,1.84E-05,947.8475563,0.0002946,0.068386289,0.012490852,0.068063932
0.401877183,1.742121481,0.0003,1.436210144,1.81E-05,997.9745469,0.0002946,0.0270509,0.032053466,0.074164455
0.181284139,1.3489745,0.0003,1.250462673,1.81E-05,867.9416472,0.0002946,0.071435708,0.015431579,0.085020705
0.386990804,0.240811732,0.000815258,1.490494591,1.81E-05,996.4287155,0.000490663,0.072129706,0.001728117,0.223398994
0.166914928,0.318628096,0.000576853,1.249865536,1.84E-05,1007.323332,0.0002946,0.071594701,0.024899848,0.08330618
0.399049236,1.647740219,0.0003,1.30982827,1.84E-05,996.7934714,0.000519877,0.068813668,0.001958573,0
0.381864163,0.204073358,0.001965936,1.455519631,1.81E-05,961.2380365,0.001336849,0.067619505,0.0003,0.120329528
0.15511474,0.360326426,0.0003,1.225394998,1.84E-05,1001.819599,0.00150912,0.056232307,0.034302325,0.176000737
0.402431774,0.204073358,0.021545096,1.548658733,1.81E-05,725.9457154,0.0002946,0.071783102,0.015292121,0.163080391
0.115101237,1.918666997,0.024294718,1.506017947,1.72E-05,995.3925622,0.0002946,0.068890512,0.0003,0
0.09,0.41242463,0.0015141,1.140087323,1.81E-05,997.8421178,0.00132779,0.07226183,0.087094744,0.003249844
0.382146774,0.204073358,0.002484317,1.470879049,1.81E-05,997.5660403,0.001623056,0.063496698,0.092087243,0.20783893
0.572301857,1.410905033,0.00040605,1.119340172,1.84E-05,993.2369497,0.000766527,0.072982012,0.110932658,0.083763973
0.175543159,1.264335135,0.0003,1.457324323,1.84E-05,999.2890242,0.016980014,0.061298109,0.105688592,0.035511068
0.109157083,1.569437092,0.000852691,1.620426837,1.45E-05,994.6077129,0.0002946,0.070745187,0.033881484,0.288259015
0.170105594,0.511914146,0.001170277,1.274113719,1.82E-05,994.0360988,0.0002946,0.070749081,0.0003,0.225528028
0.261170595,1.449444929,0.0003,1.226839041,1.81E-05,997.8262534,0.0002946,0.032833897,0.060451473,0.139367247
0.381439812,0.204073358,0.001507029,1.249342117,1.84E-05,1001.210958,0.001312039,0.073399124,0.110350871,0.002301746
0.152074855,0.204073358,0.0003,1.372889761,1.84E-05,994.2004659,0.000482799,0.070546579,0.013687728,0.030186701
0.133737573,0.720318688,0.00049144,1.332298324,1.81E-05,998.8992853,0.0002946,0.072344854,0.002374464,0.321466277
0.296546763,1.379309583,0.002358629,1.483992799,1.85E-05,993.2371323,0.0002946,0.07197471,0.106250734,0.166631887
0.116337328,0.204073358,0.080563607,1.135599365,1.81E-05,994.5632626,0.0002946,0.073179015,0.179628158,0.221805642
0.115936614,1.309639685,0.025466026,1.213762067,1.81E-05,998.86486,0.000697997,0.0187,0.0003,0.165209579
0.167168415,1.964496242,0.001678305,1.253367718,1.80E-05,778.3559999,0.0002946,0.07380252,0.18765613,0.248314355
0.207966093,0.585724764,0.0003,1.055380495,1.84E-05,792.9727072,0.001646386,0.071831562,0.004351976,0.181033419
0.385242437,1.948584982,0.021036874,1.154937029,1.84E-05,1000.722396,0.0002946,0.071438977,0.0003,0.049627024
0.284068121,0.204073358,0.000780409,1.279353357,1.81E-05,995.242016,0.0002946,0.071054306,0.004108403,0.136876546
0.269869954,0.557527456,0.0009319,1.117113423,1.80E-05,991.8503008,0.0002946,0.071271999,0.112617694,0.017371421
0.140349482,1.204851415,0.000876677,1.217517036,1.80E-05,1025.520453,0.000871285,0.071811725,0.0003,0.154461371
0.166701086,0.831331509,0.000760164,1.225557656,2.02E-05,991.4077687,0.0002946,0.030913569,0.0003,0.217599681
0.327912825,1.192969278,0.0003,1.2506749,1.82E-05,992.3662107,0.0002946,0.072377751,0.0003,0.030746826
0.163652358,2.3112709,0.0003,0.51193607,2.29E-05,696.3047326,0.0002946,0.071908738,0.022569273,0.356070994
0.109700086,0.885992394,0.001854057,1.380836613,1.80E-05,1216.205859,0.0002946,0.059404971,0.094868865,0.075142912
0.111630226,1.052106889,0.000485871,1.208498484,1.81E-05,693.3074258,0.0002946,0.027675368,0.091462467,0.007995905
0.145687327,1.755651205,0.002031871,1.211603379,1.75E-05,1175.70342,0.000389386,0.031325769,0.107329908,0.296883308
0.388227334,0.271206468,0.001699884,1.479704274,1.84E-05,996.7983031,0.0002946,0.071433077,0.147906346,0.0105377
0.181989353,1.290935434,0.0003,1.491179988,1.79E-05,992.4915921,0.0002946,0.072557644,0.011045541,0.151669961
0.09,0.204073358,0.0003,1.206218254,1.83E-05,884.1825037,0.0002946,0.073186323,0.132108951,0
0.155323996,1.605376566,0.001398344,1.391053693,1.84E-05,991.9630541,0.0002946,0.072245451,0.046392749,0.175895463
0.394635858,1.049072503,0.023860021,1.125092289,1.81E-05,1002.436352,0.0002946,0.071891252,0.02653574,0.216088298
0.168190519,0.204073358,0.024969686,1.232934473,1.84E-05,999.9767075,0.000889799,0.071915719,0.101695642,0.03819645
0.316062964,0.679932551,0.0003,1.381985336,1.80E-05,1001.12598,0.0002946,0.023238238,0.010415338,0.160691269
0.181759017,1.424693399,0.0003,1.505007371,1.90E-05,684,0.0002946,0.07205364,0.079232637,0.049734896
0.392733592,1.797789159,0.0003,1.197613021,1.80E-05,998.6833044,0.0002946,0.071128026,0.042369421,0.177103583
0.394251449,0.204073358,0.0003,28.10002345,1.83E-05,756.770234,0.0002946,0.072181606,0.050713783,0.172041521
0.390479838,0.5080169,0.0003,1.314881326,1.78E-05,997.5584974,0.0002946,0.072323723,0.013421882,0.134194228
0.244642018,2.092018708,0.000759292,1.539583767,1.81E-05,1047.209311,0.000779397,0.0187,0.019135031,0.174615087
0.383686017,0.400521819,0.001217623,1.462599686,1.84E-05,776.2797618,0.0002946,0.0187,0.086785913,0.103493002
0.161405089,2.148266154,0.002514705,1.419706442,1.83E-05,995.4144874,0.000406851,0.070950145,0.007698415,0.232371632
0.160004918,1.227996436,0.0003,1.378003121,1.84E-05,1068.42185,0.0002946,0.071762798,0.0003,0.215398095
0.152011574,2.240916487,0.0003,0.897538503,1.81E-05,995.9800665,0.0002946,0.069815919,0.0003,0.222755125
0.09,1.146302911,0.002059022,1.017966246,1.81E-05,996.7373244,0.001828632,0.024030776,0.123796352,0.187535049
0.165481855,1.616032516,0.001498141,1.325982283,1.84E-05,994.2798369,0.0002946,0.027189772,0.073871937,0.187373425
0.140920292,0.589338243,0.001192425,1.500149794,1.84E-05,998.074222,0.001288418,0.061360515,0.10170402,0.336964176
0.393720765,0.498782933,0.000696003,1.453202416,1.81E-05,999.2325619,0.00042212,0.070720511,0.0003,0.279816448
0.394025581,0.204073358,0.0003,1.439433655,1.84E-05,993.2314597,0.0002946,0.070924889,0.0003,0.390879843
0.166898177,0.570841631,0.0003,1.313387655,1.84E-05,866.487687,0.0002946,0.07174888,0.21236054,0.129386598
0.399528152,0.204073358,0.0003,1.327537929,1.81E-05,991.9934577,0.001938873,0.063384943,0.0003,0.074587311
0.22729009,2.025577173,0.0003,1.231976418,1.81E-05,991.5363072,0.000752783,0.030450631,0.0003,0.231136991
0.388841991,1.252449723,0.001141163,1.427769834,1.81E-05,721.4976273,0.0002946,0.072883966,0.192156296,0.152433939
0.220836589,1.133593475,0.000815463,1.245252386,1.82E-05,729.8017846,0.001756631,0.07159879,0.040769804,0.205222816
0.162766819,2.046808494,0.002360693,1.049713735,1.81E-05,994.8760243,0.0002946,0.070432765,0.195632936,0.079654599
0.248016765,0.877889795,0.000842274,1.198223798,1.84E-05,993.3002679,0.000711335,0.072423257,0.014142398,0.085740331
0.345626144,2.076930847,0.001190991,1.150096248,1.84E-05,758.5688823,0.001494309,0.072283278,0.130779601,0.243026406
0.398096346,1.446184261,0.0003,1.487278569,1.84E-05,992.1896381,0.0002946,0.070718344,0.048079835,0.047660064
0.174486027,1.75146463,0.020385508,1.316627836,2.12E-05,995.1947123,0.000426475,0.068351782,0.0561401,0.054225385
0.392938139,0.438461574,0.023662116,1.469997645,1.81E-05,991.0152508,0.002757133,0.07152807,0.149232057,0.073737744
0.138292822,1.464801632,0.0003,1.476521826,1.84E-05,992.453633,0.000678572,0.071171223,0.220479342,0
0.330246183,1.065974986,0.0003,1.232266933,1.76E-05,991.5342123,0.0002946,0.071095878,0.0003,0
0.116002071,1.989659894,0.002530829,17.93462735,1.84E-05,993.1719703,0.0002946,0.071795075,0.042014846,0.309092007
0.143761809,0.204073358,0.05018086,1.186318418,1.81E-05,1000.838465,0.0002946,0.073349845,0.0003,0.056363839
0.168170754,2.198832746,0.024063729,1.103155538,1.80E-05,993.283354,0.000707504,0.046205696,0.159215229,0.23356844
0.383229791,0.211489771,0.001141396,1.399268235,1.81E-05,997.558488,0.0002946,0.071184595,0.005647669,0.195097404
0.386002844,1.82645222,0.0003,0.995152984,1.84E-05,996.1718734,0.0002946,0.061776124,0.153963042,0.005495477
0.379585212,0.935753038,0.0003,1.286099698,1.82E-05,1002.253192,0.0002946,0.072207466,0.008951857,0.035669745
0.381404504,0.501075545,0.019406008,1.43424253,1.81E-05,722.2141706,0.0004145,0.052008397,0.195443425,0.096193513
0.18453928,0.789654086,0.0003,1.369567758,2.11E-05,992.5592529,0.000594738,0.071354009,0.0003,0
0.166085372,0.772669142,0.0003,1.481200154,1.82E-05,1002.131532,0.0002946,0.024871822,0.174207161,0.001364827
0.495366504,0.704512025,0.0003,1.411784247,1.82E-05,997.4673689,0.0002946,0.021643197,0.012052407,0.163249612
